periode_data,wilayah,kecamatan,kelurahan,nama_tps,jenis_tps,alamat
2023,"Jakarta Utara",Cilincing,"Semper Barat","TPS RW  01 Semper Barat","Tipe 4","Jl  Belibis IV"
2023,"Jakarta Utara",Cilincing,Rorotan,"TPS RW  03 Rorotan","Tipe 4","Jl  Green Garden 3"
2023,"Jakarta Utara",Cilincing,Rorotan,"TPS RW  10 Rorotan","Tipe 4","Jl  Rorotan III No 21"
2023,"Jakarta Utara",Cilincing,Rorotan,"TPS RW  07 RT  19 Rorotan","Tipe 4","Jl  Rorotan IX Gg IV"
2023,"Jakarta Utara",Cilincing,Rorotan,"TPS RW  07 RT  01 Rorotan","Tipe 4","Jl  Rorotan IX Gg 1"
2023,"Jakarta Utara",Cilincing,Rorotan,"TPS RW  07 Rorotan","Tipe 4","Jl  Batas Rorotan No 12"
2023,"Jakarta Utara",Cilincing,Rorotan,"TPS RW  13 Rorotan","Tipe 4","Jl  Sarang Bango No  3"
2023,"Jakarta Utara",Cilincing,Rorotan,"TPS RW  12 Rorotan","Tipe 4","Jl  Rorotan Marunda 23 25"
2023,"Jakarta Utara",Cilincing,Rorotan,"TPS Pasar Lokbin","Tipe 4","Jl  Malaka I No  42 RT  04 RW  05"
2023,"Jakarta Timur",Pulogadung,Jati,"TPS RW 03 04","Tipe 4","Jl  Poncol"
2023,"Jakarta Timur",Pulogadung,Jati,"TPS RW 05","Tipe 4","Jl  Bendungan Jati"
2023,"Jakarta Timur",Pulogadung,"Jatinegara Kaum","TPS RW  004 Kel  Jatinegara Kaum","Tipe 4","Jl  Remaja RT  08 RW  04"
2023,"Jakarta Timur",Pulogadung,"Jatinergara Kaum","TPS RW  009 Rusun Jatinegara Kaum","Tipe 4","Jl  Bekasi Timur Raya RW  01"
2023,"Jakarta Timur",Pulogadung,Pulogadung,"TPS RW  003 Taruna Pulogadung","Tipe 4","Jl  Taruna"
2023,"Jakarta Timur",Pulogadung,Pulogadung,"TPS RW  008 Pulogadung","Tipe 4","Jl  Pulo Nangka Timur"
2023,"Jakarta Timur",Pulogadung,Pulogadung,"TPS RW  009 Pulogadung","Tipe 4","Jl Kayu Mas Utara"
2023,"Jakarta Timur",Pulogadung,Pulogadung,"TPS RW  001 Pulogadung","Tipe 4","Jl  Kayu Mas Raya"
2023,"Jakarta Timur",Pulogadung,Cipinang,"TPS RW  008","Tipe 4","Jl  Cipinang Lontar RW 008"
2023,"Jakarta Timur",Pulogadung,Cipinang,"TPS RW  005 Brimob Cipinang","Tipe 4","Jl  Raya Bekasi Timur"
2023,"Jakarta Timur",Pulogadung,Cipinang,"TPS RW  006 Musik Cipinang","Tipe 4","Jl  Cipinang Baru Raya RW  06"
2023,"Jakarta Timur",Pulogadung,Cipinang,"TPS RW  16 Jagal","Tipe 4","Jl  Cipinang Jagal RW 016"
2023,"Jakarta Timur",Pulogadung,Rawamangun,"TPS RW  11","Tipe 4","Jl  Wisma Jaya"
2023,"Jakarta Timur",Pulogadung,Rawamangun,"TPS RW  12","Tipe 4","Jl Rawamangun Muka Selatan"
2023,"Jakarta Timur",Pulogadung,"Kayu Putih","TPS RW  016","Tipe 4","Jl  Pulo Nangka Barat RT  03 RW 016"
2023,"Jakarta Timur","Pasar Rebo",Pekayon,"Jl  Gandaria I  II  III  IV RW 02 Kel  Pekayon","Tipe 4","Jl  Gandaria RW 02 Pekayon"
2023,"Jakarta Timur","Pasar Rebo",Pekayon,"Komplek Zeni Kel  Pekayon","Tipe 4","Jl  Raya Jakarta Bogor No 10A  RT 2 RW 8  Pekayon"
2023,"Jakarta Timur","Pasar Rebo",Pekayon,"Jl  Raya Bogor Ciba Kel  Pekayon","Tipe 4","Jl  Raya Bogor samping Hutsman Pekayon"
2023,"Jakarta Timur","Pasar Rebo",Pekayon,"Kantor Camat Pasar Rebo","Tipe 4","Jl  Raya Bogor  RT 1 RW 4  Pekayon"
2023,"Jakarta Timur","Pasar Rebo",Pekayon,"Jl  Lapan Toledo Kel  Pekayon","Tipe 4","Jl  Lapan Toledo Pekayon"
2023,"Jakarta Timur","Pasar Rebo",Pekayon,"Jl  Lapan depan RPTRA Kaca Piring Kel  Pekayon","Tipe 4","Jl  Lapan Rw 01 Pekayon"
2023,"Jakarta Timur","Pasar Rebo",Pekayon,"Jl  Lapan III Kel  Pekayon","Tipe 4","Jl  Lapan III Pekayon"
2023,"Jakarta Timur","Pasar Rebo",Pekayon,"Yonif 201 Kel  Pekayon","Tipe 4","Jl  Raya Bogor Jaya Yudha Rw 05 Pekayon"
2023,"Jakarta Timur","Pasar Rebo",Pekayon,"Jl  H  Balok Kel  Pekayon","Tipe 4","Jl  H  Balok Pekayon"
2023,"Jakarta Timur","Pasar Rebo",Pekayon,"Detta Marina Kel  Pekayon","Tipe 4","Jl  Raya Bogor KM 28 Pekayon"
2023,"Jakarta Timur","Pasar Rebo",Pekayon,"Jl  Kopi Kel  Pekayon","Tipe 4","Jl  Kopi Rw 03 Pekayon"
2023,"Jakarta Timur","Pasar Rebo",Pekayon,"POLSEK Pasar Rebo Kel  Pekayon","Tipe 4","Jl  Raya Jakarta Bogor KM 26 5  RT 4 RW 8  Pekayon"
2023,"Jakarta Timur","Pasar Rebo",Pekayon,"Balai Diklat Industri Jakarta Kel  Pekayon","Tipe 4","Jl  Balai Kimia No 1 A  RW 9  Pekayon"
2023,"Jakarta Timur","Pasar Rebo",Kalisari,"Jl  Sawit Kel  Kalisari","Tipe 4","Jl  Kalisari III Kel  Kalisari"
2023,"Jakarta Timur","Pasar Rebo",Kalisari,"Jl  Puskesmas Kel  Kalisari","Tipe 4","Jl  Puskesmas Kalisari"
2023,"Jakarta Timur","Pasar Rebo",Kalisari,"Jl  Manunggal Bhakti RW 11 Kel  Kalisari","Tipe 4","Jl  Manunggal Bkati RW 011 Kel  Kalisari"
2023,"Jakarta Timur","Pasar Rebo",Kalisari,"GOR Kalisari Kel  Kalisari","Tipe 4","Jl  Kalisari III Kel  Kalisari"
2023,"Jakarta Timur","Pasar Rebo",Kalisari,"Jl  Damai Kel  Kalisari","Tipe 4","Jl  Damai RW 001 Kerl  Kalisari"
2023,"Jakarta Timur","Pasar Rebo",Kalisari,"Jl  Albarokah RW 09 Kel  Kalisari","Tipe 4","Jl  Lingkar Sari RW 009 Kel  Kalisari"
2023,"Jakarta Timur","Pasar Rebo",Kalisari,"Jl  Caraka Buana Kel  Kalisari","Tipe 4","Jl  Caraka Buana RW 003 Kel  Kalisari"
2023,"Jakarta Timur","Pasar Rebo",Kalisari,"Komplek Brigief Kel  Kalisari","Tipe 4","Komplek Brigif Kalisari"
2023,"Jakarta Timur","Pasar Rebo",Kalisari,"Jl  Alfamart Kel  Kalisari","Tipe 4","Jl  Kalisari Raya Kel  Kalisari"
2023,"Jakarta Selatan","Mampang Prapatan","Kuningan Barat","TPS Museum Satria Mandala","Tipe 2","Jl  Gatot Subroto R 01 Kel Kuningan Barat"
2023,"Jakarta Selatan","Mampang Prapatan","Kuningan Barat","TPS LIPI","Tipe 2","Jl  Gatot Subroto R 01 Kel Kuningan Barat"
2023,"Jakarta Selatan",Pancoran,"Duren tiga","TPS PLN Sigura gura","Tipe 2","Jl  Duren Tiga PLN"
2023,"Jakarta Selatan",Pancoran,Pancoran,"TPS ABN Pancoran","Tipe 2","Jl  Pancoran Timur 2A No  24"
2023,"Jakarta Selatan",Pancoran,Rawajati,"TPS Transmigrasi","Tipe 2","Jl  Jati Luhur No  33 RT  6 RW  7 Rawajati Kec  Pancoran"
2023,"Jakarta Selatan",Pancoran,Pengadegan,"TPS BPK Pengadegan","Tipe 2","Jl  Binawarga II Selatan RT  6 RW  7 Kalibata Pancoran"
2023,"Jakarta Selatan",Pancoran,Cikoko,"TPS Dinas Pariswisata BSF","Tipe 2","Jl  MT  Haryono"
2023,"Jakarta Selatan",Pancoran,Pengadegan,"TPS Rusun Pengadegan","Tipe 2","Jl  Pengadegan Timur I RT  7 RW  1 Pengadegan  Kec  Pancoran"
2023,"Jakarta Selatan",Pancoran,Pancoran,"TPS Catering Puspa","Tipe 2","Jl  Pancoran Timur"
2023,"Jakarta Selatan",Pancoran,Cikoko,"TPS BPK Cikoko","Tipe 2","Jl  Letjen MT  Haryono  RT  4 RW  2 Cikoko  Kec  Pancoran"
2023,"Jakarta Selatan",Pancoran,Rawajati,"TPS Pool Taksi Blue Bird","Tipe 2","Jl  Rawajati"
2023,"Jakarta Selatan",Pancoran,Pengadegan,"TPS LIA Pengadegan","Tipe 2","Jl  Pengadegan Tmr Raya 3 Cikoko Pancoran RT  3 RW  7 Pengadegan Kec  Pancoran"
2023,"Jakarta Selatan",Pancoran,"Duren Tiga","TPS Mendagri","Tipe 2","Jl  Raya Kalibata No  8 RT  11 RW  7 Duren Tiga Kec  Pancoran"
2023,"Jakarta Selatan","Pasar Minggu","Pejaten Barat","TPS Buncit Indah","Tipe 2","Perumahan Buncit Indah"
2023,"Jakarta Selatan",Pesanggrahan,Pesanggrahan,"TPS RW  003 H  Garie","Tipe 2","Jl  H  Garie"
2023,"Jakarta Selatan",Pesanggrahan,Pesanggrahan,"TPS PD  Pasar Pesanggrahan","Tipe 2","Jl  Pesanggrahan Raya"
2023,"Jakarta Selatan",Pesanggrahan,Pesanggrahan,"TPS Pasar Lokbin Pesanggrahan","Tipe 2","Jl  Bintaro Permai"
2023,"Jakarta Selatan",Pesanggrahan,Pesanggrahan,"TPS Jl Kesaradan  SMA 108  Pesanggrahan","Tipe 2","Jl  Kesadaran  SMA 108"
2023,"Jakarta Selatan",Pesanggrahan,Bintaro,"TPS RW  004 IKPN","Tipe 2","Komp  IKPN"
2023,"Jakarta Selatan",Pesanggrahan,Bintaro,"TPS RW  010 Bintaro","Tipe 2","Jl  Masjid Al Muflihun"
2023,"Jakarta Selatan",Pesanggrahan,Ulujami,"TPS Komp  Polri RW  006","Tipe 2","Komplek POLRI"
2023,"Jakarta Selatan",Pesanggrahan,Ulujami,"TPS Ponpes Darunajah RW  004","Tipe 2","Jl  Ulujami Raya"
2023,"Jakarta Selatan",Pesanggrahan,Ulujami,"TPS RW  004 Ulujami","Tipe 2","Jl  Puskesmas Darul Najah"
2023,"Jakarta Selatan",Pesanggrahan,"Petukangan Utara","TPS Pasar Alfa Petukangan Utara","Tipe 2","Jl  Taman Alfa Indah"
2023,"Jakarta Selatan",Setiabudi,"Pasar Manggis","TPS PD Pasar Jaya Pasar Rumput","Tipe 2","Jl  Sultan Agung Kel  Menteng Atas"
2023,"Jakarta Selatan",Setiabudi,Karet,"TPS PD Pasar Jaya Pasar Mencos","Tipe 2","Jl  Karet Belakang Barat No  2 RT  11 RW  02 Kel  Karet"
2023,"Jakarta Selatan",Setiabudi,"Menteng Atas","TPS PD Pasar Jaya Pasar Menteng Pulo","Tipe 2","Jl  Menteng Pulo Raya RT  13 RW  08 Kel  Menteng Atas"
2023,"Jakarta Selatan",Setiabudi,"Pasar Manggis","TPS PD Pasar Jaya Pasar Manggis","Tipe 2","Jl  Guntur RT  13 RW  05 Kel  Pasar Manggis"
2023,"Jakarta Selatan",Setiabudi,"Karet Semanggi","TPS PD Pasar Jaya Pasar Karet Sawah","Tipe 2","Jl  Karet Belakang Barat RT  03 RW  03 Kel  Karet Kuningan"
2023,"Jakarta Selatan",Setiabudi,"Karet Semanggi","TPS RW  04 Karet Semanggi","Tipe 2","Jl Karet Sawah RT  05 RW  04 Kel  Karet Semanggi"
2023,"Jakarta Selatan",Setiabudi,"Kuningan Timur","TPS RW  04 Kuningan Timur","Tipe 2","Jl  Casablanca Pemakaman Menteng Pulo RW  04 Kel  Kuningan Timur"
2023,"Jakarta Selatan",Tebet,"Bukit Duri","TPS RW  12 bukit duri","Tipe 2","Jl  Kampung Melayu Kecil"
2023,"Jakarta Selatan",Tebet,"Kebon Baru","TPS RW  01 Kebon Baru","Tipe 2","RW  01 Kebon Baru"
2023,"Jakarta Selatan",Tebet,"Tebet Timur","TPS Pasar Tebet Timur","Tipe 2","Jl  Tebet Timur Dalam Raya RT  005 RW  05"
2023,"Jakarta Selatan",Tebet,"Tebet Barat","TPS Pasar Tebet Barat","Tipe 2","Jl  Tebet Barat Dalam Raya RT  002 RW  05"
2023,"Jakarta Timur",Cakung,"Ujung Menteng","TPS Perum Taman Modern","Tipe 2","Perum Taman Modern"
2023,"Jakarta Timur",Cakung,"Ujung Menteng","TPS Dishub","Tipe 2","Jl  Raya Bekasi"
2023,"Jakarta Timur",Cakung,"Cakung Barat","TPS RW  04","Tipe 2","Jl  Cacing"
2023,"Jakarta Timur",Cakung,"Cakung Barat","TPS RW  07","Tipe 2","Jl  Inspeksi Kalimalang"
2023,"Jakarta Timur",Cakung,"Rawa Terate","TPS RW  01 02 03","Tipe 2","Jl  Rawa Bali 1 RW  01"
2023,"Jakarta Timur",Cakung,Penggilingan,"TPS Rasamala","Tipe 2","Jl  Rasamala"
2023,"Jakarta Timur",Cakung,Penggilingan,"TPS Rusun Pinus Blok C","Tipe 2","Rusun Pinus Blok C"
2023,"Jakarta Timur",Cakung,Penggilingan,"TPS RW  18","Tipe 2","Jl  Bulavar"
2023,"Jakarta Timur",Cakung,"Cakung Timur","TPS RW  02","Tipe 2","RW  02"
2023,"Jakarta Timur",Cakung,"Cakung Timur","TPS Perum JGC","Tipe 2","Perum JGC"
2023,"Jakarta Timur",Cakung,"Cakung Timur","TPS RW  06","Tipe 2","RW  06"
2023,"Jakarta Timur",Cakung,"Cakung Timur","TPS RW  11","Tipe 2","RW  11"
2023,"Jakarta Timur",Cakung,Jatinegara,"TPS Pasar SS","Tipe 2","Pasar SS"
2023,"Jakarta Timur",Cakung,Jatinegara,"TPS Pasar Pulojahe","Tipe 2","Pasar Pulojahe"
2023,"Jakarta Timur",Cakung,Jatinegara,"TPS Rusun Pulojahe","Tipe 2","Rusun Pulojahe"
2023,"Jakarta Timur",Cakung,Jatinegara,"TPS RW  06","Tipe 2","RW  06"
2023,"Jakarta Timur",Cakung,Pulogebang,"TPS Rusun Pulogebang","Tipe 2","Rusun Pulogebang"
2023,"Jakarta Timur",Cakung,Pulogebang,"TPS Rusun Rawa Bebek","Tipe 2","Rusun Rawa Bebek"
2023,"Jakarta Timur",Cakung,Pulogebang,"TPS Eramas 2000","Tipe 2","Jl  Komplek eramas 2000"
2023,"Jakarta Timur",Cipayung,Cilangkap,BPOM,"Tipe 2","Jl  Assyafiyah"
2023,"Jakarta Timur",Cipayung,Cipayung,"Komplek Binamarga","Tipe 2","Komplek Binamarga RW  05"
2023,"Jakarta Timur",Cipayung,Setu,"TPS Perum Kopti","Tipe 2","Komplek Kopti RT  03 RW  06"
2023,"Jakarta Timur",Cipayung,Munjul,"TPS Pasar UKM Munjul","Tipe 2","Pasar Munjul"
2023,"Jakarta Timur",Cipayung,Ceger,"TPS Rambo","Tipe 2","Jl  Rambo"
2023,"Jakarta Timur",Cipayung,"Pondok Ranggon","TPS RW  04","Tipe 2","Jl  Tengki RW  04"
2023,"Jakarta Timur",Ciracas,"Kelapa Dua Wetan","TPS Manunggal","Tipe 2","Jl  Manunggal"
2023,"Jakarta Timur",Ciracas,Cibubur,"TPS SMA 99","Tipe 2","Jl  Bulak Ringin RW  03"
2023,"Jakarta Timur",Ciracas,Cibubur,"TPS Transito Komplek KODAM","Tipe 2","Jl  Kapulaga 4 Blok E"
2023,"Jakarta Timur",Ciracas,Cibubur,"TPS Komplek DPRD","Tipe 2","Jl  Kumis Kucing 2"
2023,"Jakarta Timur",Ciracas,Susukan,"TPS RW  02","Tipe 2","Jl  Makmur Atas"
2023,"Jakarta Timur",Ciracas,Susukan,"TPS RW  02","Tipe 2","Jl  Makmur Bawah"
2023,"Jakarta Timur","Duren Sawit","Pondok Kelapa","TPS H  Ammar RW  08","Tipe 2","Jl  H  Ammar RT  006 RW  008 Kel  Pondok Kelapa"
2023,"Jakarta Timur","Duren Sawit","Pondok Kopi","TPS RW  11","Tipe 2","Jl  BKT Ujung RW  11 Kel  Pondok Kopi"
2023,"Jakarta Timur","Duren Sawit","Pondok Kopi","TPS RW  09","Tipe 2","Jl  I Gusti Ngurai Rai RW  09 Kel  Pondok Kopi"
2023,"Jakarta Timur","Duren Sawit","Pondok Bambu","TPS RW  05","Tipe 2","Jl  Komplek Bea Cukai RW  05 Kel  Pondok Bambu Kec  Duren Sawit"
2023,"Jakarta Timur",Jatinegara,"Cipinang Muara","TPS LPS Cipinang Elok RW  10","Tipe 2","Jl Cipinang Elok Blok Ag No  18"
2023,"Jakarta Timur",Jatinegara,Rawabunga,"TPS Pasar Rawa Bening","Tipe 2","Jl  Bekasi Barat"
2023,"Jakarta Timur",Jatinegara,Rawabunga,"TPS PT  Telkom","Tipe 2","Jl  Mayjen DI Panjaitan"
2023,"Jakarta Timur",Jatinegara,Balimester,"TPS Pasar Regional Jatinegara","Tipe 2","Jl  Jatinegara Barat RT  05 RW  03"
2023,"Jakarta Timur",Jatinegara,"Cipinang Muara","TPS RW  013 Cip  Muara","Tipe 2","Jl  Cipinang Bali lll RT  05 013"
2023,"Jakarta Timur",Jatinegara,"Bidara Cina","TPS Rusun Bidara Cina","Tipe 2","Jl  Biduri Bulan"
2023,"Jakarta Timur",Jatinegara,"Cipinang Besar Utara","TPS LP Narkotik","Tipe 2","Jl  Bekasi Timur"
2023,"Jakarta Timur",Jatinegara,"Cipinang Besar Utara","TPS Lapas Kelas I Cipinang","Tipe 2","Jl  Bekasi Timur"
2023,"Jakarta Timur",Jatinegara,"Cipinang Besar Utara","TPS RS  Pengayoman","Tipe 2","Jl  Bekasi Timur"
2023,"Jakarta Timur",Jatinegara,"Cipinang Cempedak","TPS RW  08","Tipe 2","Jl  Kebon Nanas Selatan 1"
2023,"Jakarta Timur",Jatinegara,"Cipinang Besar Selatan","TPS RW  05 CBS","Tipe 2","Jl  Panca Warga Satu RW  05"
2023,"Jakarta Timur",Jatinegara,"Cipinang Cempedak","TPS Totogan","Tipe 2","Jl  Cipinang Cempedak l"
2023,"Jakarta Timur",Jatinegara,"Cipinang Besar Utara","TPS Container RW  01","Tipe 2","Jl  DI Panjaitan RW  01"
2023,"Jakarta Timur",Jatinegara,"Kampung Melayu","TPS Bahtera Wiraniaga Internusa","Tipe 2","Jl  Jatinegara Barat Raya"
2023,"Jakarta Timur","Kramat Jati",Cililitan,"TPS Komplek Puskesad","Tipe 2","Komplek Puskesad"
2023,"Jakarta Timur","Kramat Jati",Dukuh,"TPS Pijar RT  12 RW  04","Tipe 2","Jl  Pijar RT  12 RW  04"
2023,"Jakarta Timur","Kramat Jati",Dukuh,"TPS BHP RT  05 RW  06","Tipe 2","Jl  BHP RT  05 RW  06"
2023,"Jakarta Timur","Kramat Jati",Dukuh,"TPS Dukuh 4 RT  05 RW  01","Tipe 2","Jl  Dukuh 4 RT  05 RW  01"
2023,"Jakarta Timur","Kramat Jati","Kramat Jati","TPS H  Mudenia RT  06 RW  09","Tipe 2","Jl  H  Mudenia RT  06 RW  09"
2023,"Jakarta Timur","Kramat Jati","Kramat Jati","TPS Al Amin RW  06","Tipe 2","Jl  Al Amin"
2023,"Jakarta Timur","Kramat Jati",Tengah,"TPS Komplek Paspampres","Tipe 2","Komplek Paspampres"
2023,"Jakarta Timur","Kramat Jati",Tengah,"TPS Karya","Tipe 2","Jl  Karya"
2023,"Jakarta Timur",Makasar,"Cipinang Melayu","TPS RW  09","Tipe 2","Jl  Pangkalan Jati VII"
2023,"Jakarta Timur",Makasar,"Cipinang Melayu","TPS RW  04 Borobudur","Tipe 2","Jl  Pangeran"
2023,"Jakarta Timur",Makasar,"Cipinang Melayu","TPS RW  03","Tipe 2","Jl  Al Muqorobin"
2023,"Jakarta Timur",Makasar,"Halim Perdana Kusuma","TPS RW  12 Rajawali","Tipe 2","Jl  Siaga 4"
2023,"Jakarta Timur",Makasar,"Halim Perdana Kusuma","TPS RW  010 Halim PK  RSAU","Tipe 2","Jl  Jatayu"
2023,"Jakarta Timur",Makasar,"Halim Perdana Kusuma","TPS RW  009 Halim PK  STTD","Tipe 2","Jl  Raya Halim"
2023,"Jakarta Timur",Makasar,"Halim Perdana Kusuma","TPS RW  04","Tipe 2","Jl  Squadron"
2023,"Jakarta Timur",Makasar,"Halim Perdana Kusuma","TPS RW  003  Gedung Garda","Tipe 2","Jl  Raya Pondok Gede"
2023,"Jakarta Timur",Makasar,"Halim Perdana Kusuma","TPS RW  002 Halim PK  LAKESGILUT","Tipe 2","Jl  Raya Pondok Gede RT  9 RW  1"
2023,"Jakarta Timur",Makasar,"Kebon Pala","TPS RW  06  Lahan Yongki","Tipe 2","Jl  DI Panjaitan"
2023,"Jakarta Timur",Makasar,"Kebon Pala","TPS RW  06 Kebon Pala  Hotel 678","Tipe 2","Jl  Mayjend Sutoyo"
2023,"Jakarta Timur",Makasar,"Pinang Ranti","TPS RW  05","Tipe 2","Jl  Al Falah"
2023,"Jakarta Timur",Makasar,"Pinang Ranti","TPS RW  04","Tipe 2","Gg  Melati"
2023,"Jakarta Timur",Makasar,"Pinang Ranti","TPS RW  01","Tipe 2","Jl  Pinang Ranti Barat"
2023,"Jakarta Timur",Makasar,"Pinang Ranti","TPS RW  02 Gedung Pewayangan","Tipe 2","Jl  Pintu I TMII"
2023,"Jakarta Timur",Makasar,"Pinang Ranti","TPS RW  03 Padepokan Pencak Silat","Tipe 2","Jl  Raya TMII"
2023,"Jakarta Timur",Makasar,"Pinang Ranti","TPS RW  03 Masjid At Tin","Tipe 2","Jl  Raya TMII"
2023,"Jakarta Timur",Matraman,Palmeriam,"TPS RW  08","Tipe 2","Jl  Kayu Manis Lama I RW  08"
2023,"Jakarta Timur",Matraman,Palmeriam,"TPS RW  10","Tipe 2","Jl  Pramuka RW  10"
2023,"Jakarta Timur","Pasar Rebo",Baru,"Yonkav Atas Barak Kel  Baru","Tipe 2","Jl  Yonkav Rt 001 Rw 006 Kel  Baru"
2023,"Jakarta Timur","Pasar Rebo",Baru,"Komplek Bekangdam Jaya Kel  Baru","Tipe 2","Jl  Ra  Fadillah Rt 003 Rw 006 Kel  Baru"
2023,"Jakarta Timur","Pasar Rebo",Cijantung,"Komplek Denzipur Kel  Cijantung","Tipe 2","Jl  Pendidikan II RT 06 RW 04"
2023,"Jakarta Timur","Pasar Rebo",Cijantung,"Jl  Selayar Kel  Cijantung","Tipe 2","Jl  Selayar Rw 04"
2023,"Jakarta Timur","Pasar Rebo",Cijantung,"Yayasan Sudirman Kel  Cijantung","Tipe 2","Jl  Pendidikan III RT 03 RW 04"
2023,"Jakarta Timur","Pasar Rebo",Cijantung,"Jl  Lebak Sari Kel  Cijantung","Tipe 2","Jl  Lebak Sari Rw 05"
2023,"Jakarta Timur","Pasar Rebo",Cijantung,"MTS Negeri 33 Kel  Cijantung","Tipe 2","Jl  Pertengahan Rt 01 Rw 03"
2023,"Jakarta Selatan","Mampang Prapatan","Kuningan Barat","TPS Pariwisata","Tipe 2","Jl  Abd  Rohim RW  01 Kel  Kuningan Barat"
2023,"Jakarta Utara",Cilincing,Cilincing,"TPS RW  01 Cilincing","Tipe 4","Jl  Cilincing Baru 1"
2023,"Jakarta Utara",Cilincing,Cilincing,"TPS RW  08 Cilincing","Tipe 4","Pasar Pagi RW  08"
2023,"Jakarta Utara",Cilincing,Cilincing,"TPS RW  07 Cilincing","Tipe 4","Komp Brimob"
2023,"Jakarta Utara",Cilincing,Cilincing,"TPS Bulak Cabe RW  09 Cilincing","Tipe 4","Jl  Cakung Drain RW  09"
2023,"Jakarta Utara",Cilincing,Cilincing,"TPS Al Alam RT 05 RW  04 Cilincing","Tipe 4","Jl  Rekreasi Cilincing RT  05 RW  04"
2023,"Jakarta Utara",Cilincing,Cilincing,"TPS Rawa Malang RT  09 RW  09 Cilincing","Tipe 4","Jl  Cakung Drain RT  09 RW  09"
2023,"Jakarta Utara",Cilincing,Cilincing,"TPS RT  13 RW 09 Cilincing","Tipe 4","Jl  Komp Pelindo RT  13 RW  09"
2023,"Jakarta Utara",Cilincing,Cilincing,"TPS RW  10 Rusun Cilincing","Tipe 4","Jl  Cakung Drain RW  10"
2023,"Jakarta Utara",Cilincing,Cilincing,"TPS Kali Banglio bak 3 RT  16 RW  03 Cilincing","Tipe 4","Jl  Kali Banglio RT  16 RW  03"
2023,"Jakarta Utara",Cilincing,Cilincing,"TPS Kali Banglio bak 2 RT  11 Cilincing","Tipe 4","Jl  Kali Banglio RT  11"
2023,"Jakarta Utara",Cilincing,Cilincing,"TPS Kali Banglio bak 1 RT  09","Tipe 4","Jl  Kali Banglio RT  09"
2023,"Jakarta Utara",Cilincing,Cilincing,"TPS Kali Banglio RT  08 Cilincing","Tipe 4","Jl  Kali Banglio RT  08"
2023,"Jakarta Utara",Cilincing,Cilincing,"TPS TPI RW  04 Cilincing","Tipe 4","Jl  Cakung Drain TPI Kel Cilincing"
2023,"Jakarta Utara",Cilincing,Marunda,"TPS RW  01 Dempet Marunda","Tipe 4","Jl  H  Dempet"
2023,"Jakarta Utara",Cilincing,Marunda,"TPS KEPU","Tipe 4","Jl  Kp  Marunda Kepu"
2023,"Jakarta Utara",Cilincing,Marunda,"TPS RW  03 Cabang 4 Marunda","Tipe 4","Jl  Marunda Baru 4"
2023,"Jakarta Utara",Cilincing,Marunda,"TPS RW  01 Marunda","Tipe 4","Jl  Raya Bidara"
2023,"Jakarta Utara",Cilincing,Marunda,"TPS RW  11 Marunda","Tipe 4","Rusun Marunda Cluster B"
2023,"Jakarta Utara",Cilincing,Marunda,"TPS RW  10 Marunda","Tipe 4","Rusun Marunda Cluster A"
2023,"Jakarta Utara",Cilincing,Kalibaru,"TPS PD Pasar Jaya Kalibaru","Tipe 4","Jl Kalibaru Timur RW  02"
2023,"Jakarta Utara",Cilincing,Kalibaru,"TPS RW  02 Kalibaru","Tipe 4","Jl  Kalibaru Timur"
2023,"Jakarta Utara",Cilincing,Kalibaru,"TPS RW  08 Kalibaru","Tipe 4","Jl  Kalibaru Barat"
2023,"Jakarta Utara",Cilincing,Kalibaru,"TPS RW  002 Kalibaru","Tipe 4","Jl  Kosambi 1 RT 13 RW  02"
2023,"Jakarta Utara",Cilincing,Kalibaru,"TPS RW  014 Kalibaru","Tipe 4","Jl  Kali Baru Timur"
2023,"Jakarta Utara",Cilincing,Kalibaru,"TPS RW  013 Kalibaru","Tipe 4","Jl  Kalibaru Timur RT  13 RW  13"
2023,"Jakarta Utara",Cilincing,Kalibaru,"TPS RW  01 Kalibanglio Kali Baru","Tipe 4","Jl  Kali Banglio RT  02 01 Kel  Kalibaru"
2023,"Jakarta Utara",Cilincing,"Semper Timur","TPS Gaya Motor RW  08 Semper Timur","Tipe 4","Komp  Gaya Motor RW  08"
2023,"Jakarta Utara",Cilincing,"Semper Timur","TPS RW  02 Semper Timur","Tipe 4","Jl  Cakung Cilincing RT  03 RW  02"
2023,"Jakarta Utara",Cilincing,"Semper Timur","TPS RW  11 Cakung Drain Semper Timur","Tipe 4","Jl  Swadaya I RT  01 RW  11"
2023,"Jakarta Utara",Cilincing,"Semper Timur","TPS RW  10 Cakung Drain Semper Timur","Tipe 4","Jl  Inspeksi Cakung Drain RT  06 RW  10"
2023,"Jakarta Utara",Cilincing,"Semper Timur","TPS Jembatan Budidharma Semper Timur","Tipe 4","Jl  TPU Semper RT 04 RW 10"
2023,"Jakarta Utara",Cilincing,"Semper Timur","TPS RW  03 Budidarma Semper Timur","Tipe 4","Jl  Alteri Marunda RT  01 RW 03"
2023,"Jakarta Utara",Cilincing,"Semper Timur","TPS RW  10 Bak Tugu Semper Timur","Tipe 4","Jl  Cacing RW  010"
2023,"Jakarta Utara",Cilincing,"Semper Timur","TPS RW  09 Airud","Tipe 4","Jl  Arjuna III RT  10 RW  09"
